Mission Time,Primary Object ID,Primary Object Name,Primary Object Coalition,Primary Object Pilot,Primary Object Registration,Primary Object Squawk,Event,Occurrences,Secondary Object ID,Secondary Object Name,Secondary Object Coalition,Secondary Object Pilot,Secondary Object Registration,Secondary Object Squawk,Relevant Object ID,Relevant Object Name,Relevant Object Coalition,Relevant Object Pilot,Relevant Object Registration,Relevant Object Squawk
36.71,560,A-10C Thunderbolt II,Enemies,Darkstar 1-1 | Jasinski,,,HasFired,1,577,GBU_54_V_1B,Enemies,,,,,,,
51.76,544,SAU Msta,Allies,RUSSIA gnd 80 unit8,,,HasBeenHitBy,1,577,GBU_54_V_1B,Enemies,,,,560,A-10C Thunderbolt II,Enemies,Darkstar 1-1 | Jasinski,,
52.25,541,ZU-23-2 (Ural-375),Allies,RUSSIA gnd 80 unit3,,,HasFired,30,591,weapons.shells.2A7_23_HE,Allies,,,,,,,
93.71,621,F-16C Fighting Falcon,Enemies,[RVN] Raven 1-2 | phrozen,,,HasEnteredTheArea,1,ICAO:URKA,Anapa-Vityazevo,,,,,,
100.19,26,AV-8B Harrier II NA,Enemies,2-d,,,HasTakenOff,1,ICAO:URKA,Anapa-Vityazevo,,,,,,
116.29,623,Shenyang J-11A,Allies,CHINA air 47 unit2,,,HasEnteredTheArea,1,,,,,,,,
116.29,622,Shenyang J-11A,Allies,CHINA air 47 unit1,,,HasEnteredTheArea,1,,,,,,,,
134.27,625,MiG-29S Fulcrum-C,Allies,RUSSIA air 48 unit2,,,HasEnteredTheArea,1,,,,,,,,
134.27,624,MiG-29S Fulcrum-C,Allies,RUSSIA air 48 unit1,,,HasEnteredTheArea,1,,,,,,,,
138.25,627,Su-33 Flanker-D,Allies,RUSSIA air 49 unit2,,,HasEnteredTheArea,1,,,,,,,,
138.25,626,Su-33 Flanker-D,Allies,RUSSIA air 49 unit1,,,HasEnteredTheArea,1,,,,,,,,
144.81,28,F-16C Fighting Falcon,Enemies,Freedom 1-1 |Freedomplaza,,,HasFired,1,630,AGM-88 HARM,Enemies,,,,,,,
147.28,632,Su-27 Flanker,Allies,RUSSIA air 50 unit2,,,HasEnteredTheArea,1,,,,,,,,
